Title1,Title2
1413158400000,5.84
1412899200000,5.80
1412812800000,6.32
1412726400000,6.56
1412640000000,6.25
1412553600000,6.37
1412294400000,6.47
1412208000000,6.58
1412121600000,6.42
1412035200000,6.68
1411948800000,6.75
1411689600000,6.88
1411603200000,6.49
1411516800000,6.93
1411430400000,6.81
1411344000000,6.98
1411084800000,7.10
1410998400000,7.28
1410912000000,7.22
1410825600000,7.20
1410739200000,7.38
1410480000000,7.99
1410393600000,7.97
1410307200000,7.96
1410220800000,7.83
1410134400000,7.92
1409875200000,7.72
1409788800000,7.59
1409702400000,7.72
1409616000000,7.83
1409270400000,7.77
1409184000000,7.77
1409097600000,7.86
1409011200000,7.91
1408924800000,7.83
1408665600000,7.84
1408579200000,7.85
1408492800000,7.89
1408406400000,7.97
1408320000000,7.98
1408060800000,7.88
1407974400000,7.97
1407888000000,7.94
1407801600000,8.05
1407715200000,8.18
1407456000000,8.09
1407369600000,8.12
1407283200000,8.04
1407196800000,8.17
1407110400000,7.97
1406851200000,7.92
1406764800000,8.08
1406678400000,8.40
1406592000000,8.07
1406505600000,8.08
1406246400000,8.18
1406160000000,8.47
1406073600000,7.59
1405987200000,7.52
1405900800000,7.36
1405641600000,7.31
1405555200000,7.38
1405468800000,7.39
1405382400000,7.45
1405296000000,7.56
1405036800000,7.44
1404950400000,7.48
1404864000000,7.64
1404777600000,7.47
1404691200000,7.64
1404345600000,7.75
1404259200000,7.90
1404172800000,8.06
1404086400000,8.08
1403827200000,7.91
1403740800000,7.78
1403654400000,7.82
1403568000000,7.72
1403481600000,7.93
1403222400000,7.63
1403136000000,7.62
1403049600000,7.93
1402963200000,7.83
1402876800000,7.15
1402617600000,7.09
1402531200000,6.93
1402444800000,7.05
1402358400000,6.85
1402272000000,6.98
1402012800000,6.97
1401926400000,6.91
1401840000000,6.80
1401753600000,7.09
1401667200000,7.27
1401408000000,7.52
1401321600000,7.67
1401235200000,7.68
1401148800000,7.52
1400803200000,7.25
1400716800000,7.33
1400630400000,8.01
1400544000000,7.88
1400457600000,7.97
1400198400000,8.25
1400112000000,7.91
1400025600000,8.43
1399939200000,8.58
1399852800000,8.73
1399593600000,8.22
1399507200000,8.48
1399420800000,8.81
1399334400000,9.51
1399248000000,9.99
1398988800000,9.74
1398902400000,9.60
1398816000000,9.70
1398729600000,9.82
1398643200000,9.81
1398384000000,9.94
1398297600000,10.61
1398211200000,11.05
1398124800000,10.97
1398038400000,10.71
1397692800000,10.71
1397606400000,10.45
1397520000000,10.28
1397433600000,10.38
1397174400000,10.23
1397088000000,10.58
1397001600000,10.99
1396915200000,10.95
1396828800000,10.36
1396569600000,10.68
1396483200000,10.99
1396396800000,11.07
1396310400000,11.07
1396224000000,10.81
1395964800000,10.55
1395878400000,10.25
1395792000000,10.53
1395705600000,10.87
1395619200000,10.98
1395360000000,11.08
1395273600000,11.26
1395187200000,11.25
1395100800000,11.43
1395014400000,11.22
1394755200000,10.69
1394668800000,10.49
1394582400000,10.62
1394496000000,10.63
1394409600000,10.88
1394150400000,10.82
1394064000000,10.83
1393977600000,10.76
1393891200000,10.81
1393804800000,10.59
1393545600000,10.58
1393459200000,10.64
1393372800000,10.39
1393286400000,10.55
1393200000000,9.92
1392940800000,9.75
1392854400000,9.97
1392768000000,9.83
1392681600000,10.08
1392336000000,10.00
1392249600000,10.27
1392163200000,9.61
1392076800000,9.63
1391990400000,9.62
1391731200000,9.88
1391644800000,9.56
1391558400000,9.83
1391472000000,9.86
1391385600000,9.87
1391126400000,10.14
1391040000000,10.10
1390953600000,9.94
1390867200000,10.31
1390780800000,10.40
1390521600000,10.84
1390435200000,11.03
1390348800000,11.47
1390262400000,11.30
1389916800000,11.28
1389830400000,11.14
1389744000000,11.18
1389657600000,11.13
1389571200000,10.79
1389312000000,10.99
1389225600000,10.82
1389139200000,11.11
1389052800000,10.45
1388966400000,10.15
1388707200000,10.09
1388620800000,9.97
1388448000000,10.15
1388361600000,10.29
1388102400000,10.34
1388016000000,10.46
1387843200000,10.34
1387756800000,10.14
1387497600000,9.95
1387411200000,9.64
1387324800000,9.87
1387238400000,9.35
1387152000000,8.95
1386892800000,9.02
1386806400000,9.01
1386720000000,9.04
1386633600000,9.22
1386547200000,9.37
1386288000000,9.54
1386201600000,9.50
1386115200000,9.43
1386028800000,9.35
1385942400000,9.87
1385683200000,10.42
1385510400000,10.43
1385424000000,10.28
1385337600000,10.14
1385078400000,9.48
1384992000000,9.37
1384905600000,8.99
1384819200000,9.11
1384732800000,9.24
1384473600000,9.48
1384387200000,9.50
1384300800000,9.63
1384214400000,9.84
1384128000000,9.86
1383868800000,10.64
1383782400000,10.40
1383696000000,10.92
1383609600000,11.26
1383523200000,11.30
1383264000000,11.21
1383177600000,11.44
1383091200000,10.80
1383004800000,10.80
1382918400000,10.97
1382659200000,10.88
1382572800000,11.15
1382486400000,11.13
1382400000000,11.45
1382313600000,11.77
1382054400000,11.95
1381968000000,10.99
1381881600000,10.93
1381795200000,10.72
1381708800000,10.71
1381449600000,10.61
1381363200000,10.44
1381276800000,10.22
1381190400000,10.20
1381104000000,10.22
1380844800000,10.42
1380758400000,10.44
1380672000000,10.47
1380585600000,10.51
1380499200000,10.07
1380240000000,10.36
1380153600000,10.84
1380067200000,10.75
1379980800000,10.40
1379894400000,10.54
1379635200000,10.23
1379548800000,10.34
1379462400000,10.62
1379376000000,9.74
1379289600000,9.70
1379030400000,9.68
1378944000000,9.64
1378857600000,9.84
1378771200000,9.80
1378684800000,9.70
1378425600000,9.51
1378339200000,9.68
1378252800000,9.66
1378166400000,9.74
1377820800000,9.25
1377734400000,9.32
1377648000000,9.20
1377561600000,9.09
1377475200000,9.34
1377216000000,9.35
1377129600000,9.32
1377043200000,9.20
1376956800000,9.21
1376870400000,9.04
1376611200000,9.09
1376524800000,9.12
1376438400000,9.38
1376352000000,9.36
1376265600000,9.56
1376006400000,9.32
1375920000000,9.28
1375833600000,9.33
1375747200000,9.41
1375660800000,9.43
1375401600000,9.45
1375315200000,9.23
1375228800000,9.06
1375142400000,9.10
1375056000000,9.18
1374796800000,9.24
1374710400000,9.44
1374624000000,8.68
1374537600000,8.64
1374451200000,8.81
1374192000000,8.71
1374105600000,8.77
1374019200000,8.77
1373932800000,8.97
1373846400000,8.75
1373587200000,8.75
1373500800000,8.74
1373414400000,8.55
1373328000000,8.37
1373241600000,8.50
1372982400000,8.53
1372809600000,8.43
1372723200000,8.41
1372636800000,8.43
1372377600000,8.24
1372291200000,8.25
1372204800000,8.24
1372118400000,8.10
1372032000000,8.12
1371772800000,8.17
1371686400000,8.23
1371600000000,8.21
1371513600000,8.24
1371427200000,8.14
1371168000000,7.72
1371081600000,7.91
1370995200000,7.76
1370908800000,7.89
1370822400000,8.04
1370563200000,8.22
1370476800000,8.08
1370390400000,7.85
1370304000000,8.09
1370217600000,8.27
1369958400000,8.27
1369872000000,7.94
1369785600000,7.78
1369699200000,7.84
1369353600000,7.82
1369267200000,7.96
1369180800000,7.37
1369094400000,7.56
1369008000000,7.52
1368748800000,7.40
1368662400000,7.37
1368576000000,7.38
1368489600000,7.49
1368403200000,7.40
1368144000000,7.58
1368057600000,7.53
1367971200000,7.66
1367884800000,7.64
1367798400000,7.43
1367539200000,7.44
1367452800000,7.36
1367366400000,7.07
1367280000000,7.23
1367193600000,7.32
1366934400000,7.23
1366848000000,7.36
1366761600000,7.34
1366675200000,7.47
1366588800000,7.24
1366329600000,7.17
1366243200000,7.11
1366156800000,7.21
1366070400000,7.30
1365984000000,7.02
1365724800000,7.27
1365638400000,6.84
1365552000000,6.75
1365465600000,6.70
1365379200000,6.61
1365120000000,6.57
1365033600000,6.53
1364947200000,6.47
1364860800000,6.66
1364774400000,6.70
1364428800000,6.85
1364342400000,6.74
1364256000000,6.73
1364169600000,6.85
1363910400000,6.97
1363824000000,6.94
1363737600000,7.03
1363651200000,6.91
1363564800000,6.90
1363305600000,7.01
1363219200000,6.89
1363132800000,6.66
1363046400000,6.56
1362960000000,6.70
1362700800000,6.85
1362614400000,6.86
1362528000000,6.82
1362441600000,6.79
1362355200000,6.78
1362096000000,6.66
1362009600000,6.05
1361923200000,6.16
1361836800000,6.20
1361750400000,6.16
1361491200000,6.37
1361404800000,6.33
1361318400000,6.66
1361232000000,6.84
1360886400000,6.73
1360800000000,6.75
1360713600000,6.80
1360627200000,6.67
1360540800000,6.73
1360281600000,6.81
1360195200000,6.88
1360108800000,6.85
1360022400000,7.11
1359936000000,7.00
1359676800000,7.02
1359590400000,6.62
1359504000000,6.47
1359417600000,6.45
1359331200000,6.51
1359072000000,7.08
1358985600000,7.94
1358899200000,7.73
1358812800000,7.84
1358467200000,7.80
1358380800000,7.72
1358294400000,7.65
1358208000000,7.88
1358121600000,7.54
1357862400000,7.59
1357776000000,7.48
1357689600000,7.68
1357603200000,7.69
1357516800000,7.67
1357257600000,7.49
1357171200000,7.46
1357084800000,7.47
1356912000000,7.38
1356652800000,7.29
1356566400000,7.30
1356480000000,7.34
1356307200000,7.30
1356048000000,7.39
1355961600000,7.43
1355875200000,7.40
1355788800000,7.40
1355702400000,7.47
1355443200000,7.27
1355356800000,6.70
1355270400000,6.62
1355184000000,6.75
1355097600000,6.67
1354838400000,6.59
1354752000000,6.69
1354665600000,6.67
1354579200000,6.84
1354492800000,6.63
1354233600000,6.60
1354147200000,6.64
1354060800000,6.42
1353974400000,6.38
1353888000000,6.45
1353628800000,6.36
1353456000000,6.27
1353369600000,6.40
1353283200000,6.44
1353024000000,6.04
1352937600000,6.06
1352851200000,6.35
1352764800000,6.36
1352678400000,6.41
1352419200000,6.52
1352332800000,6.39
1352246400000,6.55
1352160000000,6.83
1352073600000,6.80
1351814400000,6.43
1351728000000,6.53
1351641600000,6.55
1351209600000,6.67
1351123200000,6.88
1351036800000,6.08
1350950400000,5.89
1350864000000,5.86
1350604800000,5.93
1350518400000,6.25
1350432000000,6.30
1350345600000,6.36
1350259200000,6.14
1350000000000,6.19
1349913600000,6.25
1349827200000,6.24
1349740800000,6.09
1349654400000,6.13
1349395200000,6.33
1349308800000,6.41
1349222400000,6.32
1349136000000,6.33
1349049600000,6.37
1348790400000,6.56
1348704000000,6.75
1348617600000,6.45
1348531200000,6.69
1348444800000,6.74
1348185600000,6.80
1348099200000,6.61
1348012800000,6.57
1347926400000,6.40
1347840000000,6.34
1347580800000,6.39
1347494400000,6.33
1347408000000,6.43
1347321600000,6.42
1347235200000,6.06
1346976000000,6.07
1346889600000,5.98
1346803200000,5.88
1346716800000,5.95
1346371200000,5.92
1346284800000,5.84
1346198400000,5.87
1346112000000,5.88
1346025600000,5.89
1345766400000,6.00
1345680000000,5.96
1345593600000,6.00
1345507200000,5.87
1345420800000,5.94
1345161600000,5.94
1345075200000,5.94
1344988800000,5.92
1344902400000,5.74
1344816000000,5.81
1344556800000,5.76
1344470400000,5.83
1344384000000,5.84
1344297600000,5.82
1344211200000,5.89
1343952000000,5.67
1343865600000,5.48
1343779200000,5.16
1343692800000,5.47
1343606400000,5.45
1343347200000,5.22
1343260800000,5.02
1343174400000,5.00
1343088000000,4.99
1343001600000,5.07
1342742400000,5.03
1342656000000,5.06
1342569600000,4.62
1342483200000,4.43
1342396800000,4.41
1342137600000,4.40
1342051200000,4.29
1341964800000,4.39
1341878400000,4.38
1341792000000,4.39
1341532800000,4.27
1341446400000,4.26
1341273600000,4.23
1341187200000,4.21
1340928000000,4.20
1340841600000,4.10
1340755200000,4.16
1340668800000,4.14
1340582400000,4.15
1340323200000,4.15
1340236800000,4.05
1340150400000,4.33
1340064000000,4.25
1339977600000,4.20
1339718400000,4.10
1339632000000,4.01
1339545600000,4.01
1339459200000,4.05
1339372800000,4.01
1339113600000,4.03
1339027200000,3.98
1338940800000,4.10
1338854400000,3.99
1338768000000,3.92
1338508800000,3.88
1338422400000,4.04
1338336000000,4.05
1338249600000,4.15
1337904000000,4.00
1337817600000,4.04
1337731200000,4.02
1337644800000,4.06
1337558400000,4.14
1337299200000,4.04
1337212800000,4.12
1337126400000,3.86
1337040000000,3.92
1336953600000,4.00
1336694400000,4.13
1336608000000,4.20
1336521600000,4.16
1336435200000,4.20
1336348800000,4.15
1336089600000,4.10
1336003200000,4.17
1335916800000,4.27
1335830400000,4.26
1335744000000,4.13
1335484800000,4.10
1335398400000,4.10
1335312000000,4.11
1335225600000,4.05
1335139200000,4.06
1334880000000,4.11
1334793600000,4.18
1334707200000,4.23
1334620800000,4.11
1334534400000,3.98
1334275200000,4.01
1334188800000,4.05
1334102400000,4.07
1334016000000,3.97
1333929600000,4.03
1333584000000,4.08
1333497600000,4.11
1333411200000,4.08
1333324800000,4.12
1333065600000,4.20
1332979200000,4.08
1332892800000,4.03
1332806400000,3.95
1332720000000,4.03
1332460800000,3.97
1332374400000,3.76
1332288000000,3.93
1332201600000,3.89
1332115200000,3.89
1331856000000,3.90
1331769600000,3.96
1331683200000,3.86
1331596800000,4.00
1331510400000,4.15
1331251200000,4.65
1331164800000,4.63
1331078400000,4.44
1330992000000,4.32
1330905600000,4.38
1330646400000,4.33
1330560000000,4.32
1330473600000,4.29
1330387200000,4.31
1330300800000,4.37
1330041600000,4.32
1329955200000,4.32
1329868800000,4.28
1329782400000,4.45
1329436800000,4.55
1329350400000,4.55
1329264000000,4.45
1329177600000,4.45
1329091200000,4.41
1328832000000,4.41
1328745600000,4.54
1328659200000,4.56
1328572800000,4.47
1328486400000,4.48
1328227200000,4.49
1328140800000,4.43
1328054400000,4.49
1327968000000,4.44
1327881600000,4.40
1327622400000,4.48
1327536000000,4.43
1327449600000,4.39
1327363200000,4.29
1327276800000,4.20
1327017600000,4.23
1326931200000,4.26
1326844800000,3.41
1326758400000,3.45
1326412800000,3.42
1326326400000,3.43
1326240000000,3.35
1326153600000,3.33
1326067200000,3.14
1325808000000,3.23
1325721600000,3.29
1325635200000,3.36
1325548800000,3.39
1325203200000,3.17
1325116800000,3.38
1325030400000,3.47
1324944000000,3.65
1324598400000,3.69
1324512000000,3.57
1324425600000,3.55
1324339200000,3.65
1324252800000,3.55
1323993600000,3.66
1323907200000,3.64
1323820800000,3.63
1323734400000,3.70
1323648000000,3.84
1323388800000,3.87
1323302400000,3.68
1323216000000,3.79
1323129600000,3.85
1323043200000,3.93
1322784000000,3.73
1322697600000,3.57
1322611200000,3.68
1322524800000,3.47
1322438400000,3.60
1322179200000,3.40
1322006400000,3.36
1321920000000,3.56
1321833600000,3.48
1321574400000,3.67
1321488000000,3.74
1321401600000,3.84
1321315200000,3.92
1321228800000,3.93
1320969600000,4.00
1320883200000,3.87
1320796800000,3.95
1320710400000,4.23
1320624000000,3.95
1320364800000,3.67
1320278400000,3.67
1320192000000,3.76
1320105600000,3.66
1320019200000,3.75
1319760000000,3.76
1319673600000,3.88
1319587200000,3.81
1319500800000,3.55
1319414400000,3.80
1319155200000,3.83
1319068800000,3.87
1318982400000,4.44
1318896000000,4.55
1318809600000,4.37
1318550400000,4.59
1318464000000,4.47
1318377600000,4.38
1318291200000,4.24
1318204800000,4.25
1317945600000,4.11
1317859200000,4.28
1317772800000,4.17
1317686400000,4.07
1317600000000,3.80
1317340800000,4.06
1317254400000,4.20
1317168000000,4.07
1317081600000,4.33
1316995200000,4.26
1316736000000,4.27
1316649600000,4.18
1316563200000,4.46
1316476800000,4.60
1316390400000,4.80
1316131200000,4.70
1316044800000,4.72
1315958400000,4.67
1315872000000,4.69
1315785600000,4.39
1315526400000,4.24
1315440000000,4.46
1315353600000,4.46
1315267200000,4.52
1314921600000,4.11
1314835200000,4.06
1314748800000,4.33
1314662400000,4.56
1314576000000,4.54
1314316800000,4.25
1314230400000,3.80
1314144000000,3.81
1314057600000,3.46
1313971200000,3.21
1313712000000,3.14
1313625600000,3.31
1313539200000,3.57
1313452800000,3.60
1313366400000,3.72
1313107200000,3.63
1313020800000,3.55
1312934400000,3.30
1312848000000,3.59
1312761600000,3.07
1312502400000,3.42
1312416000000,3.57
1312329600000,3.92
1312243200000,3.65
1312156800000,3.96
1311897600000,3.90
1311811200000,3.94
1311724800000,3.89
1311638400000,4.07
1311552000000,4.29
1311292800000,4.59
1311206400000,4.64
1311120000000,5.16
1311033600000,4.95
1310947200000,4.67
1310688000000,4.54
1310601600000,4.53
1310515200000,4.84
1310428800000,4.63
1310342400000,5.23
1310083200000,5.21
1309996800000,5.18
1309910400000,4.86
1309824000000,4.85
1309478400000,4.86
1309392000000,4.89
1309305600000,4.45
1309219200000,4.58
1309132800000,4.33
1308873600000,4.02
1308787200000,4.16
1308700800000,3.95
1308614400000,4.13
1308528000000,3.86
1308268800000,3.68
1308182400000,3.70
1308096000000,3.51
1308009600000,3.60
1307923200000,3.78
1307664000000,3.46
1307577600000,3.45
1307491200000,3.48
1307404800000,3.77
1307318400000,3.15
1307059200000,3.36
1306972800000,3.38
1306886400000,3.37
1306800000000,3.41
1306454400000,3.46
1306368000000,3.54
1306281600000,3.20
1306195200000,3.14
1306108800000,2.93
1305849600000,2.96
1305763200000,2.93
1305676800000,2.93
1305590400000,2.85
1305504000000,2.90
1305244800000,3.01
1305158400000,3.08
1305072000000,2.99
1304985600000,3.17
1304899200000,3.04
1304640000000,2.94
1304553600000,2.96
1304467200000,2.87
1304380800000,3.05
1304294400000,3.10
1304035200000,3.11
1303948800000,3.11
1303862400000,3.12
1303776000000,3.10
1303689600000,3.02
1303344000000,3.07
1303257600000,3.03
1303171200000,2.89
1303084800000,2.89
1302825600000,2.93
1302739200000,2.84
1302652800000,2.88
1302566400000,2.91
1302480000000,3.01
1302220800000,2.93
1302134400000,2.95
1302048000000,2.84
1301961600000,2.90
1301875200000,2.92
1301616000000,2.91
1301529600000,2.81
1301443200000,2.82
1301356800000,2.78
1301270400000,2.78
1301011200000,2.85
1300924800000,2.76
1300838400000,2.65
1300752000000,2.65
1300665600000,2.67
1300406400000,2.64
1300320000000,2.57
1300233600000,2.59
1300147200000,2.58
1300060800000,2.74
1299801600000,2.85
1299715200000,2.78
1299628800000,2.92
1299542400000,3.15
1299456000000,2.74
1299196800000,2.74
1299110400000,2.76
1299024000000,2.72
1298937600000,2.65
1298851200000,2.72
1298592000000,2.61
1298505600000,2.41
1298419200000,2.46
1298332800000,2.55
1297987200000,2.61
1297900800000,2.64
1297814400000,2.59
1297728000000,2.55
1297641600000,2.56
1297382400000,2.63
1297296000000,2.66
1297209600000,2.68
1297123200000,2.73
1297036800000,2.73
1296777600000,2.74
1296691200000,2.72
1296604800000,2.80
1296518400000,2.68
1296432000000,2.61
1296172800000,2.66
1296086400000,2.69
1296000000000,2.82
1295913600000,2.80
1295827200000,2.75
1295568000000,2.70
1295481600000,2.56
1295395200000,2.62
1295308800000,2.74
1294963200000,2.78
1294876800000,2.78
1294790400000,2.73
1294704000000,2.66
1294617600000,2.61
1294358400000,2.73
1294272000000,2.79
1294185600000,2.73
1294099200000,2.65
1294012800000,2.54
1293753600000,2.38
1293667200000,2.19
1293580800000,2.13
1293494400000,2.19
1293408000000,2.22
1293062400000,2.27
1292976000000,2.25
1292889600000,2.25
1292803200000,2.26
1292544000000,2.28
1292457600000,2.31
1292371200000,2.25
1292284800000,2.25
1292198400000,2.28
1291939200000,2.23
1291852800000,2.28
1291766400000,2.33
1291680000000,2.24
1291593600000,2.36
1291334400000,2.61
1291248000000,2.75
1291161600000,2.80
1291075200000,2.64
1290988800000,2.83
1290729600000,2.88
1290556800000,2.97
1290470400000,2.96
1290384000000,3.02
1290124800000,2.96
1290038400000,2.97
1289952000000,3.04
1289865600000,2.90
1289779200000,2.99
1289520000000,3.15
1289433600000,3.25
1289347200000,3.30
1289260800000,3.16
1289174400000,3.20
1288915200000,2.98
1288828800000,2.92
1288742400000,2.84
1288656000000,2.83
1288569600000,2.79
1288310400000,2.90
1288224000000,2.82
1288137600000,2.82
1288051200000,2.88
1287964800000,2.88
1287705600000,2.71
1287619200000,2.49
1287532800000,2.37
1287446400000,2.34
1287360000000,2.42
1287100800000,2.27
1287014400000,2.23
1286928000000,2.26
1286841600000,2.19
1286755200000,2.27
1286496000000,2.30
1286409600000,2.27
1286323200000,2.17
1286236800000,2.40
1286150400000,2.26
1285891200000,2.20
1285804800000,2.15
1285718400000,2.04
1285632000000,2.09
1285545600000,2.20
1285286400000,2.00
1285200000000,1.96
1285113600000,1.92
1285027200000,1.91
1284940800000,1.85
1284681600000,1.85
1284595200000,1.82
1284508800000,1.76
1284422400000,1.71
1284336000000,1.66
1284076800000,1.68
1283990400000,1.60
1283904000000,1.77
1283817600000,1.66
1283472000000,1.64
1283385600000,1.58
1283299200000,1.42
1283212800000,1.37
1283126400000,1.39
1282867200000,1.42
1282780800000,1.43
1282694400000,1.42
1282608000000,1.36
1282521600000,1.39
1282262400000,1.42
1282176000000,1.42
1282089600000,1.39
1282003200000,1.37
1281916800000,1.33
1281657600000,1.38
1281571200000,1.36
1281484800000,1.33
1281398400000,1.33
1281312000000,1.40
1281052800000,1.43
1280966400000,1.38
1280880000000,1.41
1280793600000,1.40
1280707200000,1.46
1280448000000,1.43
1280361600000,1.47
1280275200000,1.49
1280188800000,1.41
1280102400000,1.43
1279843200000,1.48
1279756800000,1.45
1279670400000,1.44
1279584000000,1.36
1279497600000,1.35
1279238400000,1.37
1279152000000,1.43
1279065600000,1.40
1278979200000,1.35
1278892800000,1.35
1278633600000,1.30
1278547200000,1.34
1278460800000,1.35
1278374400000,1.31
1278028800000,1.25
1277942400000,1.31
1277856000000,1.25
1277769600000,1.30
1277683200000,1.35
1277424000000,1.41
1277337600000,1.35
1277251200000,1.35
1277164800000,1.35
1277078400000,1.41
1276819200000,1.53
1276732800000,1.50
1276646400000,1.42
1276560000000,1.38
1276473600000,1.34
1276214400000,1.32
1276128000000,1.31
1276041600000,1.29
1275955200000,1.28
1275868800000,1.29
1275609600000,1.37
1275523200000,1.44
1275436800000,1.38
1275350400000,1.27
1275004800000,1.32
1274918400000,1.32
1274832000000,1.18
1274745600000,1.17
1274659200000,1.17
1274400000000,1.17
1274313600000,1.14
1274227200000,1.22
1274140800000,1.21
1274054400000,1.20
1273795200000,1.20
1273708800000,1.25
1273622400000,1.22
1273536000000,1.21
1273449600000,1.22
1273190400000,1.21
1273104000000,1.28
1273017600000,1.33
1272931200000,1.23
1272844800000,1.41
1272585600000,1.39
1272499200000,1.39
1272412800000,1.34
1272326400000,1.35
1272240000000,1.47
1271980800000,1.46
1271894400000,1.48
1271808000000,1.48
1271721600000,1.48
1271635200000,1.49
1271376000000,1.50
1271289600000,1.51
1271203200000,1.48
1271116800000,1.52
1271030400000,1.53
1270771200000,1.55
1270684800000,1.55
1270598400000,1.54
1270512000000,1.53
1270425600000,1.51
1270080000000,1.42
1269993600000,1.45
1269907200000,1.38
1269820800000,1.39
1269561600000,1.41
1269475200000,1.46
1269388800000,1.40
1269302400000,1.32
1269216000000,1.33
1268956800000,1.25
1268870400000,1.26
1268784000000,1.26
1268697600000,1.29
1268611200000,1.27
1268352000000,1.31
1268265600000,1.30
1268179200000,1.31
1268092800000,1.29
1268006400000,1.26
1267747200000,1.28
1267660800000,1.31
1267574400000,1.30
1267488000000,1.32
1267401600000,1.29
1267142400000,1.34
1267056000000,1.34
1266969600000,1.33
1266883200000,1.39
1266796800000,1.38
1266537600000,1.36
1266451200000,1.34
1266364800000,1.34
1266278400000,1.36
1265932800000,1.39
1265846400000,1.30
1265760000000,1.26
1265673600000,1.26
1265587200000,1.26
1265328000000,1.26
1265241600000,1.26
1265155200000,1.27
1265068800000,1.26
1264982400000,1.27
1264723200000,1.21
1264636800000,1.20
1264550400000,1.30
1264464000000,1.21
1264377600000,1.21
1264118400000,1.32
1264032000000,1.35
1263945600000,1.34
1263859200000,1.35
1263513600000,1.37
1263427200000,1.39
1263340800000,1.50
1263254400000,1.45
1263168000000,1.55
1262908800000,1.60
1262822400000,1.63
1262736000000,1.60
1262649600000,1.57
1262563200000,1.55
1262217600000,1.50
1262131200000,1.45
1262044800000,1.42
1261958400000,1.44
1261612800000,1.47
1261526400000,1.43
1261440000000,1.37
1261353600000,1.41
1261094400000,1.41
1261008000000,1.33
1260921600000,1.45
1260835200000,1.24
1260748800000,1.19
1260489600000,1.19
1260403200000,1.18
1260316800000,1.19
1260230400000,1.20
1260144000000,1.25
1259884800000,1.22
1259798400000,1.25
1259712000000,1.30
1259625600000,1.40
1259539200000,1.14
1259280000000,1.12
1259107200000,1.10
1259020800000,1.07
1258934400000,1.07
1258675200000,1.08
1258588800000,1.10
1258502400000,1.07
1258416000000,1.07
1258329600000,1.10
1258070400000,1.10
1257984000000,1.10
1257897600000,1.13
1257811200000,1.10
1257724800000,1.10
1257465600000,1.14
1257379200000,1.15
1257292800000,1.15
1257206400000,1.17
1257120000000,1.13
1256860800000,1.18
1256774400000,1.20
1256688000000,1.10
1256601600000,1.16
1256515200000,1.18
1256256000000,1.20
1256169600000,1.20
1256083200000,1.22
1255996800000,1.18
1255910400000,1.18
1255651200000,1.16
1255564800000,1.26
1255478400000,1.28
1255392000000,1.29
1255305600000,1.30
1255046400000,1.20
1254960000000,1.10
1254873600000,1.03
1254787200000,0.91
1254700800000,0.91
1254441600000,0.90
1254355200000,0.89
1254268800000,0.88
1254182400000,0.88
1254096000000,0.87
1253836800000,0.90
1253750400000,0.93
1253664000000,0.94
1253577600000,0.94
1253491200000,0.93
1253232000000,0.86
1253145600000,0.91
1253059200000,0.92
1252972800000,0.92
1252886400000,0.93
